"source","text","fr"
"mad_codes.csv","Suspected case
Anyone who has been bitten or licked by an animal to wild or domestic hot blood, with respiratory gene with hydrophobic or Aerophobia spasm or paralysis.

Probable case
A clinically compatible illness, plus the history of contact with a suspected rabid animal or epidemiologically linked to a Confirmed case.

Confirmed case
A clinically compatible illness that is laboratory confirmed.","Cas suspect
Toute personne ayant été mordue ou léchée par un animal à sang chaud domestique ou sauvage, présentant un gène respiratoire avec spasme hydrophobique ou aérophobie ou paralysie.

Cas probable
Une maladie cliniquement compatible, plus l'histoire de contact avec un animal suspect de rage ou épidémiologiquement liés à un cas confirmé.

Cas confirmé
Une maladie cliniquement compatible qui est confirmé en laboratoire."
"mad_codes.csv","Suspected case
An acute illness characterized by sudden onset of fever (> 38.0 ° C axillary or> 38.5 ° C rectal) and one of the following signs: neck stiffness; altered consciousness or other meningeal signs. In children <1 year, meningitis is suspected when fever is accompanied by a bulging fontanelle.
 
Probable case
A clinically compatible illness with Gram negative diplococci identified in sterile liquids such as CSF.

Confirmed case
A compatible clinical laboratory Confirmed case","Cas suspect
Une maladie aiguë, caractérisée par l'apparition brutale de fièvre (>38,0 ° C axillaire ou> 38,5 degrés Celsius rectaux) et l'un des signes suivants: raideur de la nuque; altération de la conscience, ou d'autres signes méningés. Chez les enfants de <1 an, la méningite est suspectée lorsque la fièvre est accompagnée par un bombement de la fontanelle.
 
Cas probable 
Une maladie cliniquement compatible avec diplocoques Gram négatif identifié dans des liquides stériles comme CSF. 

Cas confirmé 
Un cas clinique compatible confirmé en laboratoire"
"mad_codes.csv","Suspected case
Fever and at least 2 of the following signs: headache, myalgia, arthralgia, rash, retro orbital pain, hemorrhagic manifestations.","Cas suspect
Fièvre et au moins 2 des signes suivants: céphalées, myalgie, arthralgie, éruption cutanée, douleurs retro orbitaire, manifestations hémorragiques."
"mad_codes.csv","Suspected case
Viral haemorrhagic fever (VHF) refers to a systemic mild group to potentially fatal viral infection often complicated by bleeding disorders. Early symptoms include marked fever, malaise, dizziness, myalgia, loss of strength, and exhaustion. Severe cases may show signs of bleeding under the skin, in internal organs, or from body orifices like the mouth, eyes or ears. Some cases may even show shock, nervous system dysfunction, coma, delirium, and convulsions.

Probable case
A clinical case compatible with any of the epidemiological evidence that:
• Travel History in an endemic / epidemic region in the incubation period of disease onset, or
• Making contact with a Confirmed case, or
• Exposure to viral haemorrhagic fever infected blood or tissues

Confirmed case
A laboratory Confirmed case. ","Cas suspect
La fièvre hémorragique virale (FHV) fait référence à un groupe de doux systémique à l'infection virale potentiellement mortelle souvent compliquée par les syndromes hémorragiques. Les premiers symptômes comprennent la fièvre marquée, malaise, des étourdissements, des myalgies, perte de force, et l'épuisement. Les cas graves peuvent montrer des signes de saignements sous la peau, dans les organes internes, ou d'orifices du corps comme la bouche, les yeux ou les oreilles. Certains cas peuvent même montrer un choc, un dysfonctionnement du système nerveux, coma, délire, et des convulsions.

Cas probable
Un cas clinique compatible avec l'un quelconque des éléments de preuve épidémiologique qui suit:
• Histoire du Voyage dans une région endémique / épidémique dans le délai d'incubation de début de la maladie, ou
• Le contact avec un cas confirmé, ou
• L'exposition à la fièvre hémorragique virale du sang infecté ou des tissus

Cas confirmé
Un cas confirmé en laboratoire. "
"mad_codes.csv","Suspected case
A disease characterized by all of the following:
• generalized rash lasting 3 days
• temperature and a ≥38.3oC
• cough, coryza or conjunctivitis

Probable case
Anyone presenting a rash maculopapular generalized with fever and one of the following: cough or coryza (runny nose) or conjunctivitis (red eyes); or any person in whom the clinician suspects measles. A measles deaths is deaths occurring within 30 days of onset of the rash.

Confirmed case
• A laboratory-Confirmed case. A laboratory-Confirmed case does not need to meet the clinical case definition; OR
• A clinically compatible case that is epidemiologically linked to a confirmed case","Cas suspect
Une maladie caractérisée par tout ce qui suit: 
•une éruption cutanée généralisée durant plus de 3 jours 
•une température ≥38.3oC et 
•toux, rhinite ou conjonctivite 

Cas probable
Toute personne presentant une eruption cutanee maculo-papuleuse generalisee avec de la fievre et un des signes suivants: toux ou coryza (nez qui coule) ou une conjonctivite (yeux rouges); ou toute personne chez qui le clinicien suspecte la rougeole. Un décès par rougeole est un décès survenant dans les 30 jours suivant l'apparition de l'éruption cutanée.

Cas confirmé
• Un cas confirmé en laboratoire. Un cas confirmé en laboratoire n'a pas besoin de répondre à la définition du cas clinique; OU
• Un cas clinique compatible qui est un lien épidémiologique avec un cas confirmé"
"mad_codes.csv","Suspected case
Viral hepatitis is characterized by features of an acute infectious hepatitis including fever, malaise, anorexia, nausea, abdominal discomfort, dark urine, and jaundice. 
 
Probable case
Any person with acute onset of jaundice (yellowing of whites of eyes or skin or dark/brown urine) AND severe illness with or without fever AND the absence of any known precipitating factors. Acute hepatitis often presents as acute jaundice syndrome.

Confirmed case 
A clinically compatible illness with laboratory confirmation","Cas suspect 
Une maladie virale transmise par les moustiques caractérisée par l'apparition soudaine des symptômes constitutionnels suivis par une brève rémission et la récurrence de la fièvre, de l'hépatite, d’albuminurie, et dans certains cas, d'insuffisance rénale, de choc, et d’hémorragies généralisées. 

Cas probable 
Une maladie cliniquement compatible avec la sérologie de soutien. (Stable élevée titre d'anticorps au virus de la fièvre jaune, ou un résultat IgM positif. Réactions sérologiques Croisées à d'autres flavivirus doit être exclue, et il doit y avoir aucun antécédent de vaccination contre la fièvre jaune.) 

Cas confirmé 
Une maladie cliniquement compatible confirmée en laboratoire. "
"mad_codes.csv","Suspected case
Fever without signs of other diseases. Other common symptoms include headache, back pain, chills, sweat, myalgia, nausea, vomiting.

Confirmed case
A clinically compatible illness with a rapid diagnostic test for malaria or laboratory confirmation by smear positive blood
","Cas suspect 
Fièvre sans signe d’autres maladies . D'autres symptômes communs incluent des maux de tête, maux de dos, des frissons, de la sueur, des myalgies, nausées, vomissements. 

Cas confirmé 
Une maladie cliniquement compatible avec un test de diagnostic rapide du paludisme ou
 la confirmation du laboratoire par frottis de sang positif  
 
Facteurs de risque 
L'exposition à des zones où le moustique vecteur est présent, les sources d'eau stagnante, Mouvement vers / depuis zones d'endémie palustre, enfants, femme enceinte, personnes immunodéprimées, la malnutrition, autres "
"mad_codes.csv","Suspected case
A person with an acute respiratory infection with:
• measured fever> = 38 ° C; and
•Cough; with
• Appearance in the last 10 days.

Probable case
A clinically compatible illness in the context epidemiologist.

Confirmed case
A compatible clinical laboratory Confirmed case","Cas suspect
Une personne avec une infection respiratoire aiguë avec: 
•fièvre mesurée> = 38 ° C; et 
•La toux; avec 
•Apparition dans les 10 derniers jours. 

Cas probable 
Une maladie cliniquement compatible dans la context epidemiologue. 

Cas confirmé 
Un cas clinique compatible confirmé en laboratoire"
"mad_codes.csv","Suspected case
A person ingests food or other agents that cause an infectious order reached or toxic mainly the gastrointestinal tract but may be of interest to other systems (eg, neurological, immunological). Some Probable cases have typical clinical symptoms of the disease without Laboratory confirmation. By against some suspected cases are under clinical or atypical symptoms.

Differential diagnosis: acute watery diarrhea (suspected cholera), bloody diarrhea (suspected shigellosis), acute jaundice syndrome (suspected hepatitis)

Probable case
Occurrence of clinical symptoms varied with the waning of the consumption of a marine animal, usually affecting at least 2 people who consumed this animal.","Cas suspect
Une personne qui ingère des aliments ou d'autres agents qui provoque une atteinte d’ordre infectieuse ou toxique principalement du tractus gastro-intestinal, mais peut intéresser d'autres systèmes (par exemple, neurologiques, immunologiques). Certains cas probables ont des symptômes cliniques typiques de la maladie même sans confirmation de laboratoire. Par contre certains cas suspects ont moins de symptômes cliniques ou atypiques. 

Diagnostic différentiel : la diarrhée aqueuse aiguë (soupçonné de choléra), une diarrhée sanglante (suspecté de shigellose), le syndrome de jaunisse aiguë (soupçonné d’hépatite) 

Cas probable 
Survenue de symptômes cliniques variés au décours de la consommation d’un animal marin, touchant habituellement au moins 2 personnes ayant consommé cet animal.

Cas confirmé 
Une maladie cliniquement et épidémiologiquement compatible avec SOIT 
• Critères de laboratoire de l'agent causal; OU 
• Lien épidémiologique à un autre foyer confirmé"
"mad_codes.csv","Suspected case
Any man with an ulcer of the penis, scrotum or rectum, with or without lymphadenopathy or inguinal and genital discharge, or any woman with an ulcer lips, vagina or rectum, with or without inguinal lymphadenopathy.

Probable case
A clinically compatible illness

Confirmed case
A clinically compatible illness that is laboratory confirmed.
","Cas suspect
Tout homme présentant un ulcère de la verge, du scrotum ou du rectum, avec ou sans adénopathie et ou écoulement génital inguinal, ou toute femme présentant un ulcère des lèvres, du vagin ou du rectum, avec ou sans adénopathie inguinale.

Cas probable
Une maladie cliniquement compatible

Cas confirmé 
Une maladie cliniquement compatible qui est confirmé en laboratoire..   "
"mad_codes.csv","Suspected case
Death of a woman while pregnancy or within 42 days of his term, whatever the duration or location, from any cause related to or aggravated by pregnancy or its management but not from accidental or incidental causes.","Cas suspect
Décès d’une femme survenu au cours de la grossesse ou dans un délai de 42 jours après son terme, quelle qu’en soit
la durée ou la localisation, pour une cause quelconque déterminée ou aggravée par la grossesse ou sa prise en charge, mais ni accidentelle, ni fortuite."
"mad_codes.csv","Suspected case
Death of a newborn from 0 to 28 days.","Cas suspect
Décès d’un nouveau-né de 0 à 28 jours."
"mad_codes.csv","Suspected case
Children aged under 5 years with weight for height (P / T) between -2 and -3 Z-scores below the median or MUAC (PB) from 115 to 125mm.","Cas suspect
Enfant âgé de moins de 5 ans ayant un poids pour taille (P/T) entre -2 et -3 Z scores au-dessous de la médiane, ou un périmètre brachial (PB) de 115 à 125mm."
"mad_codes.csv","Suspected case
Children aged under 5 years with weight on size below the -3 Z-score line scores or presence of edema of both feet or arm circumference (PB) is less than 115 mm.","Cas suspect
Enfant âgé de moins de 5 ans ayant un poids sur taille au-dessous de la courbe de valeur du -3 Z scores ou présence d’œdème au niveau des deux pieds ou périmètre brachial (PB) est inférieur à 115 mm."
"mad_codes.csv","Suspected case
Cough and colds with increased respiratory rate and fever.

Confirmed case
A clinically compatible illness and fulfils the laboratory test.","Cas suspect
Toux avec rhume et augmentation de la fréquence respiratoire et fièvre.

Cas confirmé 
Une maladie cliniquement compatible  et remplit le critère de laboratoire. "
"mad_codes.csv","Suspected case
Person with clinical signs of hydrocele or lymphedema, and lives in an area
endemic, after exclusion of other causes.

Confirmed case
Person with a diagnosis of positive laboratory: microfilaria in blood smear, wired antigens or positive ultrasound.","Cas suspect 
Personne présentant des signes cliniques d’hydrocèle ou de lymphoedème, et résidant dans une zone
d’endémie, après exclusion de toute autre cause.

Cas confirmé 
Personne avec un diagnostic de laboratoire positif : microfilarémie sur un frottis sanguin, antigènes filaires ou échographie positive."
"mad_codes.csv","Suspected case
Any case of scratch, bite or lick on any part of the body inflicted by a warm-blooded animal (dog, cat, monkey, ...).","Cas suspect
Tout cas de griffure, morsure, voire léchage, sur une quelconque partie du corps infligé par un animal à sang chaud (chien, chat, singes, …).
"
"mad_codes.csv","The description
A case or group of cases that could indicate the emergence of a serious public health event or epidemic, including:
• A case of unusual disease
• A sudden increase in the number of cases of a disease or condition.
• A cluster of cases
• A change in the presentation of a known disease","La Description
Il s’agit d’un cas ou d’un groupe de cas qui pourrait indiquer l'émergence d'un événement grave de santé publique ou d'une épidémie, y compris:
• Un cas de maladie inhabituel 
• Une augmentation soudaine du nombre de cas d’une maladie ou affection.
 Un cluster de cas)
• Un changement dans la présentation d'une maladie connue

L’événement devrait « Trigger »déclencher ou motiver une réaction ou réponse.

Facteurs de risque 
Histoire d’un voyage dans les zones où il y a circulation d'un nouvel agent pathogène pouvant avoir un impact grave de santé publique (par exemple grippe aviaire, choléra, …), une maladie chez un travailleur de la santé qui prend soin des patients atteints de maladies respiratoires, une maladie chez une personne travaillant dans un abattoir, agriculteur ou une personne en contact étroit avec des animaux d’élevage (par exemple des poulets), Le patient étant admis en soins intensifs, histoire de la maladie dans la famille ou chez un contact étroit.

Signes / symptôme (s) 
Présentation clinique inhabituelle ; Changement dans la réponse au traitement

Questions supplémentaires
• Date d'apparition des symptomes
• Vérifiez si l'une des conditions ci-dessus est notée sur ce patient"
"mad_codes.csv","Contaminated water sources, Contaminated food sources, Cholera outbreak, Low environmental sanitation, Other, None of the above","Sources d'eau contaminés, Sources de la nourriture contaminée, L'épidémie de choléra, Une faible assainissement de l'environnement, Autre, Aucune de ces réponses"
"mad_codes.csv","Work in or travel to areas where typhoid fever is endemic, Close contact with someone who is infected or has recently been infected with typhoid fever, Drink water contaminated by sewage that contains S. typhi, Other, None of the above","Travail ou Voyage dans les zones où la fièvre typhoïde est endémique, En contact étroit avec une personne infectée ou a récemment été infectés par la fièvre typhoïde, Boire de l'eau contaminée par les eaux usées qui contiennent S. typhi  , Autre, Aucune de ces réponses"
"mad_codes.csv","Contaminated water, Contaminated food, Malnourished, Age (under 5, older adults), Children who have had measles in the past 6 weeks, Shigellosis outbreak, Other, None of the above","L'eau contaminée, Des aliments contaminés, Souffrent de malnutrition, l'âge (enfants de moins de 5, les personnes âgées), Les enfants qui ont eu la rougeole au cours des 6 semaines, Flambée de shigellose, Autre, Aucune de ces réponses"
"mad_codes.csv","Consumption of contaminated food, Consumption of contaminated water, Other, None of the above","La consommation d'aliments contaminés, La consommation d'eau contaminée, Autre, Aucune de ces réponses"
"mad_codes.csv","Promiscuity, Exposure to known case of TB, HIV positive, Lack of hygiene, Malnutrition, Other, None of the above","La promiscuité, l'exposition à une personne atteinte de tuberculose connue, Le VIH-positif, Le manque d’hygiène, La malnutrition, Autre, Aucune de ces réponses"
"mad_codes.csv","Location (endemic rural areas and in urban areas characterized by overcrowding, Poor hygiene and a high rat population, Occupation (veterinarians), Other, None of the above","Séjour enones rurales endémiques et dans les zones urbaines caractérisées par le surpeuplement, Le manque d'hygiène et une forte population de rat, Profession (vétérinaires, forestiers, …), Autre, Aucune de ces réponses"
"mad_codes.csv","Close contact with someone with leprosy, Displacement, Overcrowded conditions, Other, None of the above","Un contact étroit avec un cas de lèpre bacillifère, Déplacement, Conditions de surpeuplement, Autre, Aucune de ces réponses"
"mad_codes.csv","Injury or wound, Cutting the umbilical cord in a non-sterile manner (pregnant women during childbirth), Other, None of the above","Blessure ou plaie, Coupe de cordon ombilical non stérile potentielle (les femmes enceintes lors de l'accouchement) , Autre, Aucune de ces réponses"
"mad_codes.csv","Age (children under 5), Source of contaminated water, Another case of AFP reported in the same area, Other, None of the above","L'âge (enfants de moins de 5), Sources d'eau contaminées, Un autre cas de PFA signalés dans la même zone , Autre, Aucune de ces réponses"
"mad_codes.csv","Exposure to rabies-carrying vectors (e.g. bats, etc.), Other, None of the above","Exposition au vecteur de la rage portant (par exemple les chauves-souris, etc.), Autre, Aucune de ces réponses"
"mad_codes.csv","Close and prolonged contact with individual suspected of having meningitis, High rates of acute respiratory infection (ARI), Overcrowding conditions, Other, None of the above","Contact étroit et prolongé avec individu suspecté d'avoir la méningite, Des taux élevés d'infections respiratoires aiguës (IRA), la surpopulation, Autre, Aucune de ces réponses"
"mad_codes.csv","People living or traveling in tropical regions, A prior infection with dengue virus, Other, None of the above","Personnes qui vivent ou voyagent dans les régions tropicales, Une infection antérieure par un virus de la dengue, Autre, Aucune de ces réponse"
"mad_codes.csv","Reside in or move to an endemic area, Exposure to vectors (ticks, rodents, livestock, mosquitoes, camels, horses etc.), Other, None of the above","Résider ou se déplacer vers une zone d'endémie, L'exposition aux vecteurs (tiques, rongeurs, bétail, les moustiques, les chameaux, chevaux, etc.) , Autre, Aucune de ces réponses"
"mad_codes.csv","Age (children between 9 months and 5 years), Overcrowding conditions, Measles immunization coverage rate known to be <80% in area of origin/residence, Malnutrition, Other, None of the above","Âge (enfants âgés de 9 mois à 5 ans), Les conditions de surpeuplement, Le taux de couverture vaccinale connus pour être <80% dans la région d'origine / de résidence, La malnutrition, Autre, Aucune de ces réponses"
"mad_codes.csv","Endemic Hepatitis A, Contaminated water sources, Contaminated food sources, Presence of other known cases, Other, None of the above","Endémique de l'hépatite A, Sources d'eau contaminées, Sources alimentaires contaminées, Présence d'autres cas connus, Autre, Aucune de ces réponses"
"mad_codes.csv","Exposure to areas where mosquito vector is present, Stagnant water sources, Movement to/from malaria endemic areas, Children, Pregnant woman, Immune compromised individuals, Malnutrition, Other, None of the above","L'exposition à des zones où le moustique vecteur est présent, Les sources d'eau stagnante, Mouvement de / vers les zones d'endémie palustre, Enfants, Femme enceinte, Les personnes immunodéprimées, La malnutrition, Autre, Aucune de ces réponses"
"mad_codes.csv","Person living with HIV, Person with active TB, Person with other chronic illness, Influenza outbreak/seasonal influenza, Other, None of the above","Personne vivant avec le VIH, Personne atteinte de tuberculose active, Personne atteint par d’autre maladie chronique, Epidémie de grippe / la grippe saisonnière, Autre, Aucune de ces réponses"
"mad_codes.csv","Consumption of contaminated food, Consumption of contaminated water, Other, None of the above","La consommation d'aliments contaminés, La consommation d'eau contaminée, Autre, Aucune de ces réponses"
"mad_codes.csv","Unprotected vaginal and/or anal intercourse, Other, None of the above","La pénétration vaginale et / ou anale non protégée, Autre, Aucune de ces réponses"
"mad_codes.csv","Inadequate food availability at household level, Children's diseases, Other, None of the above","Insuffisance de disponibilité alimentaire au niveau du ménage, Les maladies de l’enfant, Autre, Aucune de ces réponses"
"mad_codes.csv","Inadequate food availability at household level, Lack of appetite, Small birth weight, Low educational level of mothers, Other, None of the above","Insuffisance de disponibilité alimentaire au niveau du ménage, Manque d’appétit, Petit poids à la naissance, Mère de niveau éducatif faible, Autre, Aucune de ces réponses"
"mad_codes.csv","Long exposure to mosquito bites transmitting the parasite in endemic areas.","Exposition longue à des piqures de moustiques transmettant le parasite dans les zones d’endémie."
"mad_codes.csv","Travel History in areas where there is circulating a new pathogen that can have a serious impact on public health (eg avian influenza, cholera , …), Illness in a health care worker who takes care of patients with respiratory disease, Illness in a person working in a slaughterhouse, farmer or a person in close contact with livestock ( eg chickens ), Patient is admitted to ICU, History of illness in the family or close contact","Histoire d’un voyage dans les zones où il y a circulation d'un nouvel agent pathogène pouvant avoir un impact grave de santé publique (par exemple grippe aviaire, choléra, …), Une maladie chez un travailleur de la santé qui prend soin des patients atteints de maladies respiratoires, Une maladie chez une personne travaillant dans un abattoir, agriculteur ou une personne en contact étroit avec des animaux d’élevage (par exemple des poulets), Le patient étant admis en soins intensifs, Histoire de la maladie dans la famille ou chez un contact étroit"
"mad_codes.csv","Watery diarrhoea (3 or more abnormally loose or fluid stools in the past 24 hours, Rice stools with or without vommitting, Severe dehydration (including any of the following loss of skin turgor, malaise, tachypnoea, hypotension), Fever (more common in children), Other, None of the above","Diarrhée aqueuse (3 ou plus de selles anormalement molles ou liquides dans les dernières 24 heures, les selles ""eau de riz» avec ou sans vomissements), une déshydratation sévère (avec une perte d'élasticité de la peau, de malaise, de tachypnée, d’hypotension), la fièvre (plus fréquente chez les enfants)"
"mad_codes.csv","Fever, Headache, Malaise, Cough, Bradycardia, Splenomegaly, Rose spot on the trunk, Gastrointestinal symptoms, Other, None of the above","Fièvre, maux de tête, malaise, toux, une bradycardie, une splénomégalie, Tâches roses sur le tronc, les symptômes gastro-intestinaux"
"mad_codes.csv","Malnourished, Bloody diarrhoea (3 or more abnormally loose or fluid stools in past 24 hours with visible blood), Fever, Abdominal cramps, Rectal pain, Seizures, Sepsis, Rectal prolapsed, Toxic megacolon, Hemolytic uraemic syndrome, Other, None of the above","Selles sanglantes (3 ou plus de selles anormalement molles ou liquides au cours des dernières 24 heures avec du sang visible), de la fièvre, des crampes abdominales, des douleurs rectales, des convulsions, la septicémie, rectale prolapsus, mégacôlon toxique, syndrome hémolytique et urémique"
"mad_codes.csv","Nausea, Vomiting, Mucoid diarrhoea (fatty stools), Other diarrhoea (non-watery and non-bloody type), Abdominal pain, Headache, Dizziness, Loss of consciousness, Coma, Thirst, Dehydration, Dyspnoea, Weakness, Malaise, Sore throat, Fever, Chills, Gastroenteritis, Blurred vision, Twitching/convulsions, Tingling/numbness, Dilated pupils, Constricted pupils, Difficulty swallowing/speaking/breathing, Rash, Itching of skin, Other, None of the above","Nausées, vomissements, diarrhée mucoïde (selles gras), d'autres diarrhées (type non-aqueux et non-sanglante), des douleurs abdominales, des maux de tête, des étourdissements, perte de conscience, coma, la soif, la déshydratation, la dyspnée, faiblesse, malaise, maux de gorge, fièvre, des frissons, la gastro-entérite, une vision 
floue, des contractions musculaires / convulsions, des picotements / engourdissements, les pupilles dilatées, contraction des pupilles, difficulté à avaler / parler / respiration, éruptions cutanées, des démangeaisons de la peau "
"mad_codes.csv","Cough of long duration (>2 weeks), Coughing blood , Chest pain, Shortness of breath, Fever/night sweats, Tiredness, Loss of appetite, Weight loss, Other, None of the above","Toux de longue durée (> 2 semaines),  des douleurs thoraciques, essoufflement, fièvre / sueurs nocturnes, fatigue, perte d'appétit, perte de poids."
"mad_codes.csv","High fever, Painful inflammation and suppuration in the lymph nodes in the area of the bite, Headache, Vomiting, Delirium, Shortness of breath, Cough, Bloody sputum, Other, None of the above","Une forte fièvre, une inflammation douloureuse et la suppuration dans les ganglions lymphatiques dans la zone de la morsure, maux de tête, des vomissements, le délire, l'essoufflement, la toux, des expectorations sanglantes."
"mad_codes.csv","Cutaneous lesions, Nodules, Nerve issues, Other, None of the above","Lésions cutanées, nodules, troubles nerveux."
"mad_codes.csv","Inability to open the mouth ( ""lockjaw""), spasm sustained facial muscles, including the jaw, painful muscle contractions, inability to breastfeed (newborn), stiff body or arc (newborn ), inability to breathe","Incapacité à ouvrir la bouche («trismus»), le spasme soutenu des muscles du visage, y compris la mâchoire, des contractions musculaires douloureuses, l'incapacité d'allaiter (nouveau-né), le corps raide ou arc (nouveau-né), incapacité à respirer "
"mad_codes.csv","Asymptomatic, Rapid onset (weeks), Loss of muscle tone (floppy), Muscle weakness (paralysis), One or more limbs involved, Other, None of the above",
"mad_codes.csv","Spasms in response to tactile, auditory, visual or olfactory stimuli, paralysis or Guillain-Barré-like syndrome, myoedema on percussion sites, encephalitis
","Spasmes en réponse à tactile, auditive, visuelle ou stimuli olfactifs, la paralysie ou le syndrome de Guillain-Barré-like, myoedema sur les sites de percussion, l'encéphalite"
"mad_codes.csv","Sudden onset of intense headache, Suddepn onset of fever, Sudden onset of nausea, Sudden onset of vomiting, Sudden onset of photophobia, Sudden onset of stiff neck, Lethargy, Delirium, Coma, Purpura, Shock symptoms, Other","Apparition soudaine de maux de tête intenses, apparition soudaine de fièvre, l'apparition soudaine de nausées, l'apparition soudaine de vomissements, apparition soudaine d'une photophobie, apparition soudaine d'une raideur de la nuque, de la léthargie, délire, coma, purpura, les symptômes dechoc. "
"mad_codes.csv","Headache, retro-orbital pain, myalgia, arthralgia, rash, haemorrhagic manifestations, leukopenia or thrombocytopenia","Maux de tête, douleurs rétro-orbitaires, myalgies, arthralgies, éruptions cutanées, des manifestations hémorragiques, leucopénie ou thrombopénie. "
"mad_codes.csv","High fever, rash, runny nose, cough, conjunctivitis, Koplik spots (small white spots on buccal mucosa), red maculopapular (blotchy) rash 3 to 7 days after onset starting behind the ears and hairline","Une forte fièvre, des éruptions cutanées, un écoulement nasal, toux, conjonctivite, taches de Koplik (petites taches blanches sur la muqueuse buccale), maculo-rouge (tâché), éruption de 3 à 7 jours après et commmence derrière les oreilles et la racine des cheveux."
"mad_codes.csv","Fever, hepatitis, albuminuria, renal failure, shock, haemorrhage","La fièvre, l'hépatite, albuminurie, l'insuffisance rénale, choc, hémorragie"
"mad_codes.csv","Fever with or without chills, headaches, widespread pain in the back and joints, nausea or vomiting, increased spleen and liver, anemia","Fièvre avec ou sans frissons, maux de tête, douleur généralisée dans le dos et les articulations, nausées ou des vomissements, augmentation de volume de la rate ou du foie, anémie"
"mad_codes.csv","Fever, cough, sore throat, runny/stuffy nose, body ache, headache, fatigue, vomiting, diarrhea","Fièvre, toux, maux de gorge, nez qui coule / bouché, courbatures, maux de tête, de la fatigue, des vomissements, de la diarrhée "
"mad_codes.csv","Nausea, Vomiting, Mucoid diarrhoea (fatty stools), Other diarrhoea (non-watery and non-bloody type), Abdominal pain, Headache, Dizziness, Loss of consciousness, Coma, Thirst, Dehydration, Dyspnoea, Weakness, Malaise, Sore throat, Fever, Chills, Gastroenteritis, Blurred vision, Twitching/convulsions, Tingling/numbness, Dilated pupils, Constricted pupils, Difficulty swallowing/speaking/breathing, Rash, Itching of skin","Nausées, vomissements, diarrhée mucoïde (selles gras), autres diarrhées (type non-aqueux et non-sanglante), douleurs abdominales, maux de tête, étourdissements, perte de conscience, coma, soif, déshydratation, dyspnée, faiblesse, malaise, maux de gorge, fièvre, frissons, gastro-entérite, vision floue, contractions musculaires / convulsions, picotements / engourdissements, pupilles dilatées ou au contraire contractées, difficulté à avaler / parler / respirer, éruptions cutanées, démangeaisons de la peau "
"mad_codes.csv","Fever, lymphadenopathy, genital discharge","Fièvre, Lymphadénopathie, Ecoulement génital"
"mad_codes.csv","Small relative to size.","Maigre par rapport à sa taille."
"mad_codes.csv","Presence of oedema in both feet, marasmus (visible weight loss and severe), combination of the two forms","Présence d’œdème au niveau des deux pieds, Marasme (amaigrissement visible et severe), association des deux forms"
"mad_codes.csv","Runny nose, cough, fever, Other, None of the above","Nez qui coule, La toux, Fièvre, Autre, Aucune de ces réponses"
"mad_codes.csv","Lymphedema (elephantiasis) and chronic form acute attack, hydrocele","Lymphoedème (éléphantiasis) forme chronique et accès aigu, Hydrocèle"
"mad_codes.csv","Unusual clinical presentation, Change in treatment response","Présentation clinique inhabituelle ; Changement dans la réponse au traitement"
"mad_codes.csv","Blurred vision, Headache, Shortness of breath, Nose bleeds","Vision floue, maux de tête, essoufflement, saignements de nez"
"mad_codes.csv","Isolation of vibrio cholera 01 or 0139 from stool sample (at least 5 grams or pea sized) or rectal swab","Isolement de Vibrio cholérique 01 ou 0139 à partir d’échantillon de selles (au moins 5 grammes ou de la taille d’un pois) ou d’un prélèvement rectal"
"mad_codes.csv","• Salmonella Typhi isolated from any clinical specimen 
• Widal test result of a four-fold or greater rise in the titre of Salmonella Typhi O antibody in paired sera ","• Salmonella Typhi isolé de tout échantillon clinique  
• Le  résultat  du  test de  Widal  avec une  augmentation  de  quatre  fois  ou  plus  du  titre  de l'anticorps  Salmonella Typhi O dans les sérums apparié"
"mad_codes.csv","Isolation of Shigella dysenteriae type 1 from stool samples (at least 5 grams or pea sized)","Isolement de Shigella dysenteriae type 1 à partir d'échantillons de selles (au moins 5 grammes ou de la taille d’un petit pois)."
"mad_codes.csv","Isolation of suspected causative agent/s (refer to MOH guidelines) AND detailed risk assessment","Isolement de l'agent causal présumé (s) et de l'évaluation détaillée des risques."
"mad_codes.csv","At least one positive plate of 3 sputum specimens by direct examination by light microscopy (samples early in the morning are more likely to contain the TB germ in the body), a positive result by the GeneXpert technology, culture result positive despite a negative direct examination, radiography. Intradermal (IDR) with pediatric score in children.","Au moins une lame positive sur 3 échantillons de crachats par examen direct au microscope optique (échantillons tôt le matin sont plus susceptibles de contenir de germe de la tuberculose dans l’organisme), un résultat positif par la technique de GeneXpert, un résultat de culture positif malgré un examen direct négatif, radiographie. Intradermoréaction (IDR) avec score pédiatrique chez les enfants."
"mad_codes.csv","Any one of the following:  
• Isolation of Yersinia pestis from a clinical specimen 
• Four-fold or greater change in serum antibody titre to Y. pestis fraction 1 (F1) antigen","L'une des opérations suivantes:
• Isolement de Yersinia pestis à partir d'un échantillon clinique
• Augmentatoin de quatre fois ou plus dans le sérum du titre d'anticorps à la fraction Y. pestis 1 (F1) antigène"
"mad_codes.csv","• Multibacillary leprosy: demonstration of acid-fast bacilli in skin or dermal nerve, obtained either by skin biopsy, slit skin smear examination or nerve biopsy of a lepromatous lesion.
• Paucibacillary leprosy: characteristic presence of epithelioid cell granulomas within or around peripheral nerves.","•La confirmation en laboratoire concerne les cas de rechute : existence de nouvelles lésions cutannées ou nodules, avec existence de BH à l’examen bacilloscopique."
